,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
414,34407,8,1644,"Bob is not round. Charlie is big. Gary is big. Gary is kind. Gary is red. Gary is not round. Harry is big. Kind, big things are white. If something is quiet then it is white. If something is young and red then it is kind. All white things are not round. Quiet, young things are big. All young things are red. If Bob is young and Bob is red then Bob is quiet. White, red things are quiet. All big things are young.",Charlie is white.,True,OWA,train,5,AttNeg-OWA-D5-501,5,7,9,4,8,proof,[(((((((triple2) -> rule9) ((((triple2) -> rule9)) -> rule6)) -> rule3) triple2) -> rule1))],"1. Not(Round)(Bob)
2. Big(Charlie)
3. Big(Gary)
4. Kind(Gary)
5. Red(Gary)
6. Not(Round)(Gary)
7. Big(Harry)
","1. IF Kind(thing) THEN White(thing)
2. IF Quiet(thing) THEN White(thing)
3. IF Young(thing) AND Red(thing) THEN Kind(thing)
4. IF Not Round(thing) THEN White(thing)
5. IF Big(thing) AND Young(thing) THEN Quiet(thing)
6. IF Red(thing) THEN Kind(thing)
7. IF Young(thing) AND Red(thing) THEN Quiet(thing)
8. IF Kind(Bob) AND Red(Bob) THEN Quiet(Bob)
9. IF White(thing) AND Red(thing) THEN Quiet(thing)
","1. Not(Round)(Bob)
2. Big(Charlie)
3. Big(Gary)
4. Kind(Gary)
5. Red(Gary)
6. Not(Round)(Gary)
7. Big(Harry)
8. NOTHING.
","1. White(Charlie)
",False,False
415,6277,8,299,"Anne is furry. Anne is young. Bob is big. Dave is not big. Dave is white. Dave is young. Erin is not furry. All big things are young. All young things are white. All young things are white. All young, furry things are quiet. If something is smart and not young then it is furry. All white things are furry. If something is big and not young then it is furry. If something is big and not quiet then it is green. If something is young and quiet then it is not green.",Bob is quiet.,True,OWA,train,5,AttNeg-OWA-D5-1004,5,7,9,4,7,proof,[(((((triple3) -> rule1) ((((((triple3) -> rule1)) -> rule2)) -> rule6)) -> rule4) OR ((((triple3) -> rule1) ((((((triple3) -> rule1)) -> rule3)) -> rule6)) -> rule4))],"1. Furry(Anne)
2. Young(Anne)
3. Big(Bob)
4. Not Big(Dave)
5. White(Dave)
6. Young(Dave)
7. Not Furry(Erin)
","1. IF Big(thing) THEN Young(thing)
2. IF Young(thing) THEN White(thing)
3. IF White(thing) THEN Furry(thing)
4. IF Smart(thing) AND NOT Young(thing) THEN Furry(thing)
5. IF White(thing) THEN Furry(thing)
6. IF Big(thing) AND NOT Young(thing) THEN Furry(thing)
7. IF Big(thing) AND NOT Quiet(thing) THEN Green(thing)
8. IF Young(thing) AND Quiet(thing) THEN NOT Green(thing)
","1. Furry(Anne)
2. Young(Anne)
3. Big(Bob)
4. Not Big(Dave)
5. White(Dave)
6. Young(Dave)
7. Not Furry(Erin)
8. NOTHING
","1. Quiet(Bob)
",False,False
416,1753,8,80,The bear needs the cow. The cow is big. The rabbit is red. The rabbit is not rough. The rabbit needs the bear. The squirrel needs the bear. The squirrel needs the rabbit. If the bear does not need the squirrel then the squirrel needs the bear. If someone chases the cow then they chase the bear. If someone sees the rabbit then they chase the cow. If someone is big and not rough then they see the rabbit. If someone needs the rabbit then the rabbit is big. If someone needs the squirrel then the squirrel chases the cow. If someone chases the rabbit and they do not need the rabbit then they are red. If someone is cold and not nice then they are big. If the squirrel needs the rabbit and the rabbit chases the bear then the squirrel is cold.,The rabbit chases the bear.,True,OWA,test,5,RelNeg-OWA-D5-496,5,7,9,4,6,proof,[(((((((((triple7) -> rule5) triple4) -> rule4)) -> rule3)) -> rule2))],"1. Need(Bear, Cow)
2. Big(Cow)
3. Red(Rabbit)
4. Not Rough(Rabbit)
5. Need(Rabbit, Bear)
6. Need(Squirrel, Bear)
7. Need(Squirrel, Rabbit)
","1. IF Not Need(bear, squirrel) THEN Need(bear, squirrel)
2. IF Chase(cow, someone) THEN Chase(bear, someone)
3. IF See(rabbit, someone) THEN Chase(cow, someone)
4. IF Big(someone) AND Not Rough(someone) THEN See(rabbit, someone)
5. IF Need(rabbit) THEN Big(rabbit)
6. IF Chase(squirrel, someone) AND Not Need(squirrel, someone) THEN Cold(someone)
7. IF Cold(squirrel) THEN Need(squirrel, bear)
","1. Need(Bear, Cow)
2. Big(Cow)
3. Red(Rabbit)
4. Not Rough(Rabbit)
5. Need(Rabbit, Bear)
6. Need(Squirrel, Bear)
7. Need(Squirrel, Rabbit)
8. NOTHING.
","1. Chase(Rabbit)
",False,False
417,33305,8,1590,"Anne is blue. Erin is cold. Erin is young. Gary is red. Gary is young. Harry is big. Harry is blue. If something is blue then it is big. If Harry is young and Harry is big then Harry is red. If something is young then it is smart. If something is big then it is cold. If something is blue and red then it is young. If something is young and smart then it is rough. If something is smart and rough then it is blue. All cold, blue things are big. If something is cold and young then it is big.",Gary is big.,True,OWA,train,5,AttNoneg-OWA-D5-669,5,7,9,4,8,proof,[(((((((triple5) -> rule3) ((triple5 ((triple5) -> rule3)) -> rule6)) -> rule7)) -> rule1))],"1. Blue(Anne)
2. Cold(Erin)
3. Young(Erin)
4. Red(Gary)
5. Young(Gary)
6. Big(Harry)
7. Blue(Harry)
","1. IF Blue(x) THEN Big(x)
2. IF Harry(young, big) THEN Red(Harry)
3. IF Young(x) THEN Smart(x)
4. IF Big(x) THEN Cold(x)
5. IF Blue(x) AND Red(x) THEN Young(x)
6. IF Young(x) AND Smart(x) THEN Rough(x)
7. IF Cold(x) AND Blue(x) THEN Big(x)
8. IF Cold(x) AND Young(x) THEN Big(x)
","1. Blue(Anne)
2. Cold(Erin)
3. Young(Erin)
4. Red(Gary)
5. Young(Gary)
6. Big(Harry)
7. Blue(Harry)
8. NOTHING
","1. Big(Gary)
",False,False
418,7707,8,367,"Anne is kind. Charlie is quiet. Charlie is red. Charlie is smart. Dave is red. Erin is quiet. Erin is red. If Erin is red then Erin is smart. If someone is cold then they are kind. If someone is round and cold then they are kind. Round, smart people are cold. All kind, round people are smart. If someone is round and cold then they are not quiet. Kind people are round. If someone is smart and not quiet then they are rough. If someone is round and not kind then they are rough.",Anne is not quiet.,True,OWA,train,5,AttNeg-OWA-D5-1075,5,7,9,4,10,proof,[(((((triple1) -> rule7) ((((triple1) -> rule7) ((triple1 ((triple1) -> rule7)) -> rule5)) -> rule4)) -> rule6))],"1. Kind(Anne)
2. Quiet(Charlie)
3. Red(Charlie)
4. Smart(Charlie)
5. Red(Dave)
6. Quiet(Erin)
7. Red(Erin)
","1. IF Red(Erin) THEN Smart(Erin)
2. IF Cold(someone) THEN Kind(someone)
3. IF Round(someone) AND Cold(someone) THEN Kind(someone)
4. IF Round(people) AND Smart(people) THEN Cold(people)
5. IF Round(someone) AND Not Quiet(someone) THEN Rough(someone)
6. IF Kind(people) THEN Round(people)
7. IF Round(someone) AND Smart(someone) THEN Rough(someone)
","1. Kind(Anne)
2. Quiet(Charlie)
3. Red(Charlie)
4. Smart(Charlie)
5. Red(Dave)
6. Quiet(Erin)
7. Red(Erin)
8. NOTHING.
","1. NotQuite(Anne)
",False,False
419,17825,8,850,"Anne is red. Anne is rough. Dave is green. Dave is red. Erin is cold. Gary is cold. Gary is not white. If something is nice and kind then it is rough. Cold, white things are rough. If Erin is red and Erin is green then Erin is kind. If something is cold and not green then it is red. If Gary is rough and Gary is kind then Gary is white. All red, white things are cold. If something is red and rough then it is nice. All kind, green things are white. If something is green and red then it is kind.",Dave is rough.,True,OWA,train,5,AttNeg-OWA-D5-398,5,7,9,4,13,proof,[(((((triple4 ((((triple3 triple4) -> rule9) triple3) -> rule8)) -> rule6) ((((triple3 triple4) -> rule9) triple3) -> rule8)) -> rule2))],"1. Red(Anne)
2. Rough(Anne)
3. Green(Dave)
4. Red(Dave)
5. Cold(Erin)
6. Cold(Gary)
7. Not White(Gary)
","1. IF Nice(something) THEN Rough(something)
2. IF Cold(thing) AND White(thing) THEN thing IS Rough(thing)
3. IF Erin IS Red AND Erin IS Green THEN Erin IS Kind
4. IF Cold(thing) AND Not Green(thing) THEN thing IS Red
5. IF Gary IS Rough AND Gary IS Kind THEN Gary IS White
6. IF All Red(thing) AND All White(thing) THEN thing IS Cold
7. IF thing IS Red AND thing IS Rough THEN thing IS Nice
8. IF thing IS Kind AND thing IS Green THEN thing IS White
","1. Red(Anne)
2. Rough(Anne)
3. Green(Dave)
4. Red(Dave)
5. Cold(Erin)
6. Cold(Gary)
7. Not White(Gary)
8. NOTHING
","1. Rough(Dave)
",False,False
420,40049,8,1907,"Bob is rough. Erin is rough. Erin is round. Erin is young. Gary is quiet. Harry is white. Harry is young. If something is white and big then it is rough. All quiet, young things are white. All young, rough things are big. Rough, white things are quiet. If something is big then it is white. If something is white and big then it is round. Quiet things are smart. If something is smart then it is rough. All white things are quiet.",Harry is big.,True,OWA,train,5,AttNoneg-OWA-D5-912,5,7,9,4,6,proof,[(((triple7 ((((((triple6) -> rule9)) -> rule7)) -> rule8)) -> rule3))],"1. Rough(Bob)
2. Rough(Erin)
3. Round(Erin)
4. Young(Erin)
5. Quiet(Gary)
6. White(Harry)
7. Young(Harry)
","1. IF White(thing) AND Big(thing) THEN Rough(thing)
2. IF Young(thing) THEN White(thing)
3. IF Big(thing) THEN White(thing)
4. IF Rough(thing) THEN White(thing)
5. IF White(thing) AND Big(thing) THEN Round(thing)
6. IF Smart(thing) THEN Rough(thing)
7. IF White(thing) THEN Quiet(thing)
","1. Rough(Bob)
2. Rough(Erin)
3. Round(Erin)
4. Young(Erin)
5. Quiet(Gary)
6. White(Harry)
7. Young(Harry)
8. NOTHING
","1. Big(Harry)
",False,False
421,51577,8,2454,"Charlie is big. Charlie is green. Erin is big. Erin is blue. Erin is young. Gary is big. Harry is blue. All round people are white. If someone is blue then they are green. All furry people are white. All white people are blue. All white, big people are round. All big people are furry. All green people are big. If someone is round then they are blue. All round, blue people are green.",Harry is white.,True,OWA,train,5,AttNoneg-OWA-D5-801,5,7,9,4,5,proof,[(((((((((triple7) -> rule2)) -> rule7)) -> rule6)) -> rule3))],"1. Big(Charlie)
2. Green(Charlie)
3. Big(Erin)
4. Blue(Erin)
5. Young(Erin)
6. Big(Gary)
7. Blue(Harry)
","1. IF White(people) THEN White(people)
2. IF Blue(person) THEN Green(person)
3. IF Furry(person) THEN White(person)
4. IF White(person) THEN Blue(person)
5. IF Big(person) THEN Furry(person)
6. IF Green(person) THEN Big(person)
7. IF Round(person) THEN Blue(person)
8. IF Blue(person) THEN Green(person)
","1. Big(Charlie)
2. Green(Charlie)
3. Big(Erin)
4. Blue(Erin)
5. Young(Erin)
6. Big(Gary)
7. Blue(Harry)
8. NOTHING
","1. White(Harry)
",False,False
422,14671,8,702,"Bob is blue. Bob is cold. Bob is green. Bob is white. Dave is white. Fiona is blue. Harry is nice. Nice people are young. Blue, young people are nice. If someone is blue then they are white. If Bob is cold and Bob is nice then Bob is white. All white people are cold. If someone is quiet and cold then they are nice. Blue, young people are quiet. All cold people are blue. If someone is blue then they are nice.",Dave is young.,True,OWA,train,5,AttNoneg-OWA-D5-1209,5,7,9,4,5,proof,[(((((((((triple5) -> rule5)) -> rule8)) -> rule9)) -> rule1))],"1. Blue(Bob)
2. Cold(Bob)
3. Green(Bob)
4. White(Bob)
5. White(Dave)
6. Blue(Fiona)
7. Nice(Harry)
","1. IF Young(people) THEN Nice(people)
2. IF Blue(people) AND Young(people) THEN Nice(people)
3. IF Cold(Bob) AND Nice(Bob) THEN White(Bob)
4. IF White(Bob) THEN Cold(Bob)
5. IF Quiet(people) AND Cold(people) THEN Nice(people)
6. IF Blue(people) AND Quiet(people) THEN Nice(people)
7. IF Blue(Bob) THEN Nice(Bob)
","1. Blue(Bob)
2. Cold(Bob)
3. Green(Bob)
4. White(Bob)
5. White(Dave)
6. Blue(Fiona)
7. Nice(Harry)
8. NOTHING.
","1. Young(Dave)
",False,False
423,47429,8,2256,"Anne is big. Anne is not blue. Anne is kind. Anne is rough. Bob is white. Erin is kind. Harry is green. If Anne is white then Anne is young. Blue, white people are rough. If someone is young then they are rough. White people are big. All big people are green. If Harry is green and Harry is white then Harry is young. If Anne is not white then Anne is green. Green people are kind. Kind, green people are young.",Bob is young.,True,OWA,train,5,AttNeg-OWA-D5-1057,5,7,9,4,8,proof,[(((((((((triple5) -> rule4)) -> rule5)) -> rule8) ((((triple5) -> rule4)) -> rule5)) -> rule9))],"1. Big(Anne)
2. Not(Anne, Blue)
3. Kind(Anne)
4. Rough(Anne)
5. White(Bob)
6. Kind(Erin)
7. Green(Harry)
","1. IF White(Anne) THEN Young(Anne)
2. IF Blue, White(people) THEN Rough(people)
3. IF Young(person) THEN Rough(person)
4. IF White(person) THEN Big(person)
5. IF Big(person) THEN Green(person)
6. IF Green(Harry) AND White(Harry) THEN Young(Harry)
7. IF Not White(Anne) THEN Green(Anne)
8. IF Kind(person) THEN Green(person)
","1. Big(Anne)
2. Not(Anne, Blue)
3. Kind(Anne)
4. Rough(Anne)
5. White(Bob)
6. Kind(Erin)
7. Green(Harry)
8. NOTHING
","1. Young(Bob)
",False,False
424,11403,8,545,The bear is rough. The bear needs the cow. The cow visits the bear. The cow visits the dog. The dog is young. The dog visits the cow. The squirrel eats the bear. If something is cold then it does not visit the bear. If something visits the dog then it needs the squirrel. If something is cold then it needs the squirrel. If something eats the dog then the dog eats the squirrel. If something needs the bear and the bear does not eat the dog then the dog needs the squirrel. If the squirrel is rough and the squirrel visits the cow then the squirrel eats the bear. If something needs the squirrel then the squirrel is cold. If the squirrel is cold and the squirrel visits the cow then the squirrel does not need the bear. If something needs the squirrel then it visits the cow.,The squirrel visits the cow.,True,OWA,train,5,RelNeg-OWA-D5-159,5,7,9,4,5,proof,[(((((((((triple4) -> rule2)) -> rule7)) -> rule3)) -> rule9))],"1. Rough(Bear)
2. Need(Bear, Cow)
3. Visit(Bear, Cow)
4. Visit(Cow, Dog)
5. Young(Dog)
6. Visit(Dog, Cow)
7. Eat(Squirrel, Bear)
","1. IF Cold(x) THEN x does not visit the bear.
2. IF Visit(x, dog) THEN x needs the squirrel.
3. IF Cold(x) THEN x needs the squirrel.
4. IF Eat(x, dog) THEN dog eats the squirrel.
5. IF Need(x, bear) AND Bear(x) DOES NOT Eat(x, dog) THEN dog needs the squirrel.
6. IF Rough(squirrel) AND Visit(squirrel, cow) THEN squirrel eats the bear.
7. IF Need(x, squirrel) THEN squirrel is cold.
8. IF Cold(squirrel) AND Visit(squirrel, cow) THEN squirrel does not need the bear.
9. IF Need(x, squirrel) THEN x visits the cow.
","1. Rough(Bear)
2. Need(Bear, Cow)
3. Visit(Bear, Cow)
4. Visit(Cow, Dog)
5. Young(Dog)
6. Visit(Dog, Cow)
7. Eat(Squirrel, Bear)
8. NOTHING
","1. Visit(Squirrel, Cow)
",False,False
425,39039,8,1859,The dog chases the lion. The dog chases the rabbit. The dog is big. The dog sees the lion. The lion sees the dog. The mouse sees the dog. The rabbit sees the lion. If someone sees the mouse then they eat the rabbit. If someone chases the mouse then they see the mouse. If someone sees the rabbit then the rabbit chases the dog. If someone chases the mouse then they eat the mouse. If the dog chases the mouse and the dog sees the lion then the lion is big. If someone chases the lion then the lion is young. If someone sees the mouse then they eat the rabbit. If someone chases the rabbit then the rabbit is nice. If someone is big then they chase the mouse.,The lion eats the mouse.,True,OWA,train,5,RelNoneg-OWA-D5-877,5,7,9,4,6,proof,[(((((((((triple3) -> rule9) triple4) -> rule5)) -> rule9)) -> rule4))],"1. Big(Dog)
2. Chase(Dog, Lion)
3. Chase(Dog, Rabbit)
4. See(Dog, Lion)
5. See(Dog, Rabbit)
6. See(Lion, Dog)
7. See(Mouse, Dog)
8. See(Rabbit, Lion)
","1. IF See(mouse) THEN Eat(rabbit)
2. IF Chase(mouse) THEN See(mouse)
3. IF See(rabbit) THEN Chase(dog)
4. IF Chase(mouse) THEN Eat(mouse)
5. IF Chase(dog) AND See(lion) THEN Big(lion)
6. IF Chase(lion) THEN Young(lion)
7. IF See(mouse) THEN Eat(rabbit)
8. IF Chase(rabbit) THEN Nice(rabbit)
9. IF Big(person) THEN Chase(mouse)
","1. Big(Dog)
2. Chase(Dog, Lion)
3. Chase(Dog, Rabbit)
4. See(Dog, Lion)
5. See(Dog, Rabbit)
6. See(Lion, Dog)
7. See(Mouse, Dog)
8. See(Rabbit, Lion)
9. NOTHING
","1. Eat(Lion)
",False,False
426,10265,8,486,"Bob is kind. Charlie is quiet. Fiona is big. Fiona is blue. Fiona is kind. Fiona is quiet. Gary is white. Blue, quiet things are big. All quiet things are blue. Quiet, rough things are big. Rough things are quiet. All big things are red. If Gary is white then Gary is rough. If something is white and big then it is blue. All rough, blue things are white. If something is quiet and red then it is kind.",Gary is red.,True,OWA,test,5,AttNoneg-OWA-D5-1015,5,7,9,4,7,proof,[(((((((((triple7) -> rule6)) -> rule4) ((triple7) -> rule6)) -> rule3)) -> rule5) OR ((((((((((triple7) -> rule6)) -> rule4)) -> rule2) ((((triple7) -> rule6)) -> rule4)) -> rule1)) -> rule5))],"1. Kind(Bob)
2. Quiet(Charlie)
3. Big(Fiona)
4. Blue(Fiona)
5. Kind(Fiona)
6. Quiet(Fiona)
7. White(Gary)
","1. IF Big(thing) THEN Blue(thing)
2. IF Quiet(thing) THEN Blue(thing)
3. IF Rough(thing) THEN Big(thing)
4. IF White(Gary) THEN Rough(Gary)
5. IF White(thing) THEN Blue(thing)
6. IF Quiet(thing) AND Red(thing) THEN Kind(thing)
","1. Kind(Bob)
2. Quiet(Charlie)
3. Big(Fiona)
4. Blue(Fiona)
5. Kind(Fiona)
6. Quiet(Fiona)
7. White(Gary)
8. NOTHING
","1. Red(Gary)
",False,False
427,2527,8,116,"Anne is furry. Anne is red. Anne is smart. Bob is red. Dave is blue. Dave is kind. Erin is white. Furry people are kind. Furry, blue people are kind. All red people are furry. All nice, red people are smart. Kind, nice people are smart. All furry people are kind. White people are kind. If someone is white and red then they are nice. If Bob is kind then Bob is white.",Bob is nice.,True,OWA,test,5,AttNoneg-OWA-D5-742,5,7,9,4,6,proof,[(((((((((triple4) -> rule3)) -> rule1)) -> rule9) triple4) -> rule8) OR ((((((((triple4) -> rule3)) -> rule6)) -> rule9) triple4) -> rule8))],"1. Furry(Anne)
2. Red(Anne)
3. Smart(Anne)
4. Red(Bob)
5. Blue(Dave)
6. Kind(Dave)
7. White(Erin)
","1. IF Kind(people) THEN Nice(people)
2. IF Blue(people) AND Kind(people) THEN Nice(people)
3. IF Red(people) THEN Furry(people)
4. IF Nice(people) AND Smart(people) THEN Nice(people)
5. IF Furry(people) THEN Kind(people)
6. IF White(people) THEN Nice(people)
7. IF White(Bob) THEN Kind(Bob)
","1. Furry(Anne)
2. Red(Anne)
3. Smart(Anne)
4. Red(Bob)
5. Blue(Dave)
6. Kind(Dave)
7. White(Erin)
8. NOTHING
","1. Nice(Bob)
",False,False
428,17941,8,856,The bear is kind. The bear sees the lion. The dog needs the lion. The dog needs the mouse. The lion likes the bear. The lion likes the mouse. The mouse likes the dog. If someone likes the dog and the dog sees the bear then the bear needs the dog. If someone likes the bear then they need the bear. If someone is big then they see the mouse. If someone needs the dog and they see the lion then they are blue. If someone needs the mouse and the mouse sees the lion then they like the dog. If someone likes the dog then they see the lion. If someone needs the lion and they see the lion then they are big. If someone likes the dog then the dog needs the lion. If someone is round and they like the lion then the lion needs the dog.,The dog is big.,True,OWA,train,5,RelNoneg-OWA-D5-371,5,7,9,4,7,proof,[(((triple3 ((((triple4 ((triple7) -> rule6)) -> rule5)) -> rule6)) -> rule7) OR ((((triple7) -> rule8) ((((triple4 ((triple7) -> rule6)) -> rule5)) -> rule6)) -> rule7) OR ((((((triple4 ((triple7) -> rule6)) -> rule5)) -> rule8) ((((triple4 ((triple7) -> rule6)) -> rule5)) -> rule6)) -> rule7))],"1. Kind(Bear)
2. See(Bear, Lion)
3. Need(Dog, Lion)
4. Need(Dog, Mouse)
5. Like(Lion, Bear)
6. Like(Lion, Mouse)
7. Like(Mouse, Dog)
","1. IF Like(X, dog) AND See(X, bear) THEN Need(X, bear)
2. IF Like(X, bear) THEN Need(X, bear)
3. IF Big(X) THEN See(X, mouse)
4. IF Need(X, dog) AND See(X, lion) THEN Blue(X)
5. IF Like(X, mouse) THEN Need(X, lion)
6. IF Like(X, dog) THEN See(X, lion)
7. IF Need(X, lion) AND See(X, lion) THEN Big(X)
8. IF Like(X, dog) THEN Need(X, lion)
9. IF Round(X) AND Like(X, lion) THEN Need(X, dog)
","1. Kind(Bear)
2. See(Bear, Lion)
3. Need(Dog, Lion)
4. Need(Dog, Mouse)
5. Like(Lion, Bear)
6. Like(Lion, Mouse)
7. Like(Mouse, Dog)
8. NOTHING.
","1. Big(dog)
",False,False
